                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                 1.2001,                 1.4355,                0.98114,                 1.1347,                0.74371,                0.66061,                0.72871,                0.47963,                0.72114,                 0.6378,                0.68681,                0.37342,                 1.1093,                  1.263,                0.92811,                 1.1144,               0.004753,               0.004753,               0.004753
                    109,                 1.2015,                 1.4394,                0.97607,                 1.1403,                0.74233,                0.66445,                  0.729,                0.48018,                0.72314,                0.63853,                0.68646,                0.37313,                 1.1096,                 1.2626,                0.92725,                 1.1149,              0.0047035,              0.0047035,              0.0047035
                    110,                 1.1963,                 1.4304,                0.97392,                 1.1367,                0.74408,                0.66168,                0.72907,                0.48023,                0.72514,                0.63711,                0.68635,                0.37204,                 1.1094,                 1.2624,                0.92835,                 1.1154,               0.004654,               0.004654,               0.004654
                    111,                 1.1969,                 1.4071,                 0.9749,                 1.1415,                0.74049,                0.66378,                0.72913,                0.47984,                0.72479,                0.63661,                0.68589,                0.37282,                   1.11,                 1.2615,                0.92858,                 1.1172,              0.0046045,              0.0046045,              0.0046045
                    112,                 1.1966,                 1.4286,                0.97213,                 1.1369,                0.74606,                0.65973,                 0.7294,                0.48059,                 0.7238,                 0.6368,                  0.686,                0.37394,                 1.1079,                 1.2606,                0.92627,                 1.1155,               0.004555,               0.004555,               0.004555
                    113,                 1.2032,                 1.4313,                0.97797,                 1.1371,                0.74201,                0.66225,                0.72894,                0.48063,                0.72355,                0.63818,                0.68749,                0.37521,                 1.1076,                 1.2608,                0.92539,                 1.1151,              0.0045055,              0.0045055,              0.0045055
                    114,                 1.1875,                 1.4297,                0.96755,                 1.1323,                0.74338,                0.65946,                0.72857,                0.48079,                0.72327,                0.63632,                0.68733,                0.37516,                 1.1069,                 1.2611,                0.92503,                 1.1142,               0.004456,               0.004456,               0.004456
                    115,                 1.1938,                 1.4263,                0.97499,                 1.1371,                0.74452,                0.65896,                0.72846,                 0.4803,                 0.7257,                0.63531,                0.68737,                0.37435,                 1.1087,                 1.2602,                0.92597,                 1.1148,              0.0044065,              0.0044065,              0.0044065
                    116,                 1.1928,                 1.4254,                0.96916,                 1.1329,                0.75037,                0.65671,                0.72898,                0.48083,                 0.7271,                0.63524,                  0.687,                 0.3749,                 1.1087,                  1.261,                0.92472,                  1.115,               0.004357,               0.004357,               0.004357
                    117,                 1.1931,                 1.4262,                 0.9718,                 1.1364,                0.75148,                0.65498,                0.72929,                0.48154,                0.72965,                 0.6334,                0.68791,                0.37561,                 1.1079,                 1.2603,                0.92469,                 1.1143,              0.0043075,              0.0043075,              0.0043075
                    118,                 1.1877,                 1.4054,                0.96943,                 1.1345,                0.74937,                0.65739,                0.72945,                0.48197,                0.72796,                0.63462,                0.68784,                0.37666,                 1.1073,                 1.2604,                0.92366,                 1.1135,               0.004258,               0.004258,               0.004258
                    119,                 1.1891,                 1.4144,                0.96671,                 1.1341,                0.74646,                 0.6603,                 0.7296,                0.48222,                0.72549,                0.63745,                0.68802,                0.37657,                 1.1065,                 1.2603,                 0.9227,                 1.1126,              0.0042085,              0.0042085,              0.0042085
                    120,                 1.1965,                 1.4063,                0.97114,                 1.1358,                0.74671,                0.66321,                0.72992,                0.48219,                0.72475,                0.63994,                0.68877,                0.37699,                 1.1074,                 1.2602,                0.92262,                 1.1128,               0.004159,               0.004159,               0.004159
                    121,                 1.1924,                 1.4068,                0.96997,                 1.1348,                0.74548,                0.66419,                0.73094,                0.48261,                0.72229,                0.64266,                0.68911,                0.37712,                 1.1074,                 1.2605,                0.92123,                 1.1134,              0.0041095,              0.0041095,              0.0041095
                    122,                 1.1959,                  1.414,                0.96687,                 1.1355,                0.74672,                0.66283,                0.73005,                0.48282,                0.72208,                0.64304,                0.68948,                0.37733,                 1.1076,                 1.2603,                0.92199,                 1.1137,                0.00406,                0.00406,                0.00406
                    123,                 1.1869,                 1.4125,                0.97086,                 1.1341,                0.74782,                0.66313,                0.73039,                0.48283,                0.72258,                0.64354,                0.68987,                0.37735,                 1.1079,                   1.26,                0.92091,                 1.1145,              0.0040105,              0.0040105,              0.0040105
                    124,                 1.1894,                 1.4069,                0.96253,                 1.1323,                0.74848,                0.66352,                0.73106,                0.48273,                0.72496,                0.64266,                0.68997,                 0.3769,                 1.1073,                 1.2599,                0.92123,                 1.1138,               0.003961,               0.003961,               0.003961
                    125,                 1.1872,                 1.4038,                0.96039,                 1.1332,                0.74772,                0.66244,                0.73108,                0.48263,                 0.7221,                0.64331,                0.69087,                0.37712,                 1.1073,                 1.2602,                0.92111,                 1.1142,              0.0039115,              0.0039115,              0.0039115
                    126,                 1.1828,                  1.411,                0.96105,                 1.1316,                0.74518,                0.66401,                0.73134,                 0.4828,                0.71906,                 0.6466,                0.69186,                0.37773,                 1.1068,                 1.2598,                0.92056,                 1.1139,               0.003862,               0.003862,               0.003862
                    127,                  1.185,                 1.4069,                 0.9659,                 1.1328,                0.73875,                0.66975,                0.73115,                0.48252,                0.71911,                0.64658,                0.69125,                0.37767,                 1.1061,                  1.259,                0.92015,                 1.1138,              0.0038125,              0.0038125,              0.0038125
                    128,                 1.1864,                 1.4203,                0.95553,                   1.13,                0.73818,                0.66906,                0.73095,                0.48228,                0.72024,                0.64411,                0.69129,                0.37865,                 1.1066,                   1.26,                0.92097,                  1.114,               0.003763,               0.003763,               0.003763
                    129,                 1.1874,                  1.399,                0.95448,                 1.1313,                0.74114,                 0.6679,                0.73137,                0.48252,                 0.7176,                0.64557,                0.69059,                0.37887,                  1.107,                 1.2608,                0.92034,                 1.1144,              0.0037135,              0.0037135,              0.0037135
                    130,                 1.1828,                 1.4147,                0.96228,                 1.1343,                0.74132,                  0.667,                0.73156,                0.48294,                0.71755,                0.64561,                0.69013,                0.37766,                  1.107,                 1.2603,                0.91919,                 1.1141,               0.003664,               0.003664,               0.003664
                    131,                 1.1848,                 1.4114,                0.95842,                 1.1327,                0.74106,                0.66784,                0.73165,                0.48291,                0.71867,                 0.6443,                0.69018,                0.37816,                 1.1065,                 1.2605,                0.91965,                  1.114,              0.0036145,              0.0036145,              0.0036145
                    132,                 1.1871,                 1.3941,                0.95468,                 1.1343,                0.74202,                0.66711,                0.73161,                 0.4829,                0.71872,                0.64415,                0.68993,                0.37858,                 1.1065,                  1.261,                0.91953,                  1.114,               0.003565,               0.003565,               0.003565
                    133,                 1.1835,                 1.4205,                0.95622,                  1.132,                0.74244,                0.66682,                0.73161,                0.48307,                0.71941,                0.64216,                0.68947,                0.37878,                 1.1065,                 1.2611,                0.91984,                 1.1137,              0.0035155,              0.0035155,              0.0035155
                    134,                 1.1899,                 1.4205,                 0.9548,                   1.13,                0.74497,                0.66608,                0.73192,                0.48322,                  0.723,                0.64193,                0.69031,                  0.379,                 1.1066,                 1.2614,                0.91931,                 1.1133,               0.003466,               0.003466,               0.003466
                    135,                 1.1825,                 1.4067,                0.95664,                 1.1297,                0.74667,                0.66512,                0.73152,                0.48289,                0.72356,                0.64289,                0.68998,                0.37853,                 1.1065,                 1.2611,                0.91959,                 1.1133,              0.0034165,              0.0034165,              0.0034165
                    136,                 1.1833,                  1.403,                0.95451,                  1.131,                0.74586,                0.66497,                0.73116,                0.48286,                0.72355,                0.64323,                0.69061,                0.37879,                 1.1065,                 1.2605,                0.91985,                 1.1133,               0.003367,               0.003367,               0.003367
                    137,                 1.1813,                 1.3949,                 0.9496,                 1.1295,                0.74879,                0.66271,                0.73076,                0.48257,                0.72588,                0.64143,                0.68999,                0.37856,                 1.1066,                 1.2608,                0.91928,                 1.1131,              0.0033175,              0.0033175,              0.0033175
                    138,                 1.1772,                 1.4023,                0.94331,                 1.1285,                0.74933,                 0.6616,                  0.731,                0.48264,                0.72652,                0.64048,                0.69032,                0.37852,                 1.1061,                  1.261,                0.91896,                 1.1128,               0.003268,               0.003268,               0.003268
                    139,                 1.1786,                 1.4014,                0.94616,                 1.1313,                0.75102,                0.66128,                0.73126,                0.48296,                0.72831,                0.63918,                0.68946,                0.37788,                 1.1061,                 1.2608,                0.91892,                 1.1129,              0.0032185,              0.0032185,              0.0032185
                    140,                 1.1795,                 1.4132,                0.94447,                 1.1288,                0.75154,                0.66118,                0.73156,                0.48308,                0.73091,                0.63814,                0.69058,                0.37787,                 1.1063,                 1.2607,                0.91869,                  1.113,               0.003169,               0.003169,               0.003169
                    141,                 1.1671,                 1.3778,                0.93856,                 1.1239,                0.75113,                0.66086,                0.73144,                0.48327,                0.73078,                0.63905,                0.69103,                0.37837,                 1.1067,                 1.2611,                0.91812,                  1.113,              0.0031195,              0.0031195,              0.0031195
                    142,                 1.1715,                 1.4014,                0.94132,                 1.1215,                0.75242,                0.65977,                0.73185,                0.48335,                0.72885,                 0.6391,                0.69057,                0.37861,                 1.1066,                 1.2612,                0.91775,                 1.1126,                0.00307,                0.00307,                0.00307
                    143,                 1.1725,                  1.391,                0.93827,                 1.1237,                0.75177,                0.65988,                0.73181,                0.48335,                0.72748,                0.63968,                0.69062,                0.37874,                 1.1068,                  1.261,                0.91741,                 1.1127,              0.0030205,              0.0030205,              0.0030205
                    144,                 1.1705,                 1.3883,                0.93797,                 1.1256,                0.75316,                0.65908,                0.73157,                 0.4835,                0.72889,                0.63784,                0.69034,                0.37823,                  1.107,                 1.2612,                0.91753,                 1.1128,               0.002971,               0.002971,               0.002971
                    145,                 1.1774,                 1.4051,                0.94595,                 1.1265,                 0.7518,                0.65965,                0.73161,                0.48321,                 0.7275,                0.63834,                0.68993,                0.37859,                 1.1073,                 1.2614,                0.91756,                  1.113,              0.0029215,              0.0029215,              0.0029215
                    146,                 1.1767,                 1.4091,                0.94208,                 1.1255,                0.75142,                0.66096,                0.73124,                0.48307,                0.72697,                0.63945,                0.68921,                0.37769,                 1.1076,                 1.2621,                0.91756,                 1.1134,               0.002872,               0.002872,               0.002872
                    147,                  1.172,                 1.3909,                0.93626,                 1.1237,                0.75155,                 0.6603,                0.73117,                0.48289,                0.72818,                0.63868,                0.68947,                 0.3774,                 1.1076,                 1.2628,                0.91717,                 1.1135,              0.0028225,              0.0028225,              0.0028225
                    148,                  1.169,                 1.3756,                0.94049,                 1.1248,                0.75037,                 0.6605,                0.73084,                0.48277,                0.72741,                0.63918,                0.68963,                 0.3774,                 1.1076,                 1.2625,                0.91705,                 1.1135,               0.002773,               0.002773,               0.002773
                    149,                 1.1748,                 1.3893,                0.93704,                 1.1224,                0.75024,                0.66039,                0.73101,                0.48271,                0.72815,                0.63868,                0.68983,                0.37749,                 1.1075,                 1.2625,                0.91695,                 1.1137,              0.0027235,              0.0027235,              0.0027235
                    150,                 1.1774,                 1.3965,                 0.9398,                 1.1242,                 0.7503,                0.66053,                0.73104,                0.48285,                0.72763,                0.63864,                 0.6896,                0.37738,                 1.1079,                 1.2627,                0.91694,                 1.1139,               0.002674,               0.002674,               0.002674
                    151,                 1.1723,                 1.3948,                0.93686,                 1.1209,                0.74972,                0.66114,                0.73093,                0.48284,                0.72979,                0.63665,                0.68963,                0.37743,                 1.1082,                 1.2628,                0.91659,                 1.1139,              0.0026245,              0.0026245,              0.0026245
                    152,                 1.1691,                 1.3937,                0.93143,                 1.1197,                0.74901,                0.66119,                0.73078,                0.48301,                0.72937,                0.63765,                 0.6894,                0.37757,                 1.1085,                 1.2631,                0.91656,                  1.114,               0.002575,               0.002575,               0.002575
                    153,                 1.1662,                  1.399,                0.93477,                 1.1204,                0.75031,                0.66114,                0.73075,                0.48298,                0.72965,                0.63673,                0.68979,                0.37764,                 1.1085,                 1.2635,                0.91656,                 1.1142,              0.0025255,              0.0025255,              0.0025255
                    154,                 1.1687,                 1.3957,                0.93521,                 1.1251,                0.75014,                0.66168,                0.73044,                0.48289,                0.72856,                0.63752,                0.68888,                 0.3774,                 1.1084,                 1.2632,                0.91687,                 1.1144,               0.002476,               0.002476,               0.002476
                    155,                  1.164,                 1.3907,                 0.9285,                 1.1206,                0.74974,                0.66164,                0.73037,                0.48274,                0.72744,                0.63903,                0.68947,                0.37742,                 1.1085,                 1.2628,                0.91677,                 1.1146,              0.0024265,              0.0024265,              0.0024265
                    156,                  1.165,                 1.3805,                0.92744,                  1.119,                0.74936,                0.66191,                0.73039,                0.48269,                0.72698,                0.64002,                0.68976,                0.37747,                 1.1085,                  1.263,                0.91679,                 1.1148,               0.002377,               0.002377,               0.002377
                    157,                 1.1632,                 1.3869,                0.92275,                 1.1177,                0.74607,                0.66401,                0.73025,                0.48277,                0.72672,                0.63957,                0.69023,                0.37759,                 1.1086,                 1.2632,                 0.9167,                 1.1148,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.1687,                 1.3847,                0.92953,                 1.1218,                0.74567,                 0.6642,                0.73022,                0.48277,                0.72732,                0.63968,                0.68999,                 0.3777,                 1.1085,                 1.2631,                0.91647,                 1.1145,               0.002278,               0.002278,               0.002278
                    159,                 1.1688,                 1.3794,                0.93147,                  1.123,                0.74573,                0.66447,                0.73034,                0.48267,                0.72719,                0.63864,                0.69014,                0.37764,                 1.1082,                 1.2632,                0.91676,                 1.1142,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.1618,                 1.3746,                0.92534,                 1.1197,                0.74619,                0.66359,                0.73023,                0.48263,                0.72716,                0.63865,                0.68976,                0.37752,                 1.1085,                 1.2635,                0.91689,                 1.1142,               0.002179,               0.002179,               0.002179
                    161,                  1.159,                 1.3679,                0.92099,                 1.1164,                0.74534,                0.66371,                0.72997,                0.48257,                0.72672,                0.63807,                0.68959,                0.37757,                 1.1091,                 1.2643,                0.91723,                 1.1146,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.1656,                 1.3745,                0.92896,                 1.1209,                 0.7475,                0.66229,                0.73024,                0.48264,                0.72683,                0.63902,                0.68926,                0.37756,                  1.109,                 1.2644,                0.91729,                 1.1144,                0.00208,                0.00208,                0.00208
                    163,                 1.1724,                 1.3987,                0.92829,                 1.1208,                0.74823,                 0.6621,                0.73027,                0.48262,                0.72651,                0.63838,                0.68879,                0.37733,                 1.1088,                 1.2645,                 0.9173,                 1.1143,              0.0020305,              0.0020305,              0.0020305
                    164,                 1.1565,                 1.3662,                0.92673,                 1.1184,                0.74893,                0.66107,                0.72986,                0.48248,                0.72641,                0.63838,                0.68866,                0.37719,                 1.1087,                 1.2647,                0.91724,                 1.1143,               0.001981,               0.001981,               0.001981
                    165,                 1.1582,                  1.377,                0.91646,                 1.1178,                 0.7475,                0.66179,                0.72967,                0.48266,                0.72653,                0.63937,                0.68912,                0.37741,                 1.1091,                 1.2649,                 0.9176,                 1.1144,              0.0019315,              0.0019315,              0.0019315
                    166,                 1.1592,                 1.3727,                0.92071,                 1.1175,                0.74672,                0.66225,                 0.7296,                0.48251,                0.72523,                0.64037,                0.68934,                0.37751,                 1.1091,                 1.2652,                0.91769,                 1.1144,               0.001882,               0.001882,               0.001882
                    167,                 1.1587,                 1.3707,                0.91992,                  1.118,                0.74631,                0.66206,                0.72956,                0.48255,                0.72602,                0.63918,                0.68934,                0.37748,                 1.1091,                 1.2648,                0.91755,                 1.1145,              0.0018325,              0.0018325,              0.0018325
                    168,                 1.1556,                  1.374,                 0.9165,                 1.1153,                0.74489,                0.66292,                0.72949,                0.48247,                0.72798,                0.63711,                0.68937,                0.37732,                 1.1091,                 1.2654,                0.91744,                 1.1145,               0.001783,               0.001783,               0.001783
                    169,                 1.1534,                 1.3773,                0.91894,                 1.1183,                0.74491,                0.66322,                0.72971,                0.48267,                0.72787,                0.63803,                0.68961,                 0.3773,                 1.1089,                 1.2658,                0.91723,                 1.1146,              0.0017335,              0.0017335,              0.0017335
                    170,                 1.1563,                 1.3683,                0.91502,                 1.1152,                0.74537,                0.66256,                   0.73,                0.48274,                0.72739,                0.63814,                 0.6896,                0.37741,                 1.1089,                 1.2658,                0.91693,                 1.1145,               0.001684,               0.001684,               0.001684
                    171,                 1.1603,                 1.3689,                0.91664,                 1.1175,                0.74437,                0.66329,                0.72997,                0.48274,                0.72581,                 0.6396,                0.68979,                0.37756,                  1.109,                 1.2655,                0.91692,                 1.1146,              0.0016345,              0.0016345,              0.0016345
                    172,                 1.1565,                 1.3719,                 0.9131,                 1.1173,                0.74394,                0.66355,                0.72985,                0.48278,                0.72509,                0.63998,                0.68937,                 0.3776,                  1.109,                  1.266,                0.91697,                 1.1146,               0.001585,               0.001585,               0.001585
                    173,                 1.1551,                 1.3738,                0.90759,                 1.1126,                0.74378,                0.66353,                0.72987,                0.48296,                0.72504,                0.64002,                0.68931,                0.37765,                  1.109,                  1.266,                0.91681,                 1.1146,              0.0015355,              0.0015355,              0.0015355
                    174,                 1.1516,                 1.3625,                0.90939,                 1.1145,                0.74378,                0.66325,                0.72985,                0.48293,                0.72432,                0.64057,                 0.6893,                0.37774,                  1.109,                  1.266,                0.91644,                 1.1147,               0.001486,               0.001486,               0.001486
                    175,                 1.1572,                 1.3657,                0.91425,                 1.1142,                0.74326,                0.66371,                0.72963,                0.48291,                0.72445,                0.64087,                0.68934,                0.37771,                 1.1092,                 1.2663,                0.91638,                 1.1147,              0.0014365,              0.0014365,              0.0014365
                    176,                 1.1511,                 1.3701,                0.90889,                 1.1138,                0.74341,                0.66334,                0.72935,                 0.4829,                0.72432,                0.64076,                0.68969,                0.37766,                 1.1093,                 1.2664,                0.91612,                 1.1148,               0.001387,               0.001387,               0.001387
                    177,                 1.1486,                  1.356,                 0.9046,                 1.1112,                0.74255,                 0.6644,                 0.7293,                0.48287,                0.72388,                0.64116,                0.68954,                0.37772,                 1.1096,                 1.2666,                 0.9161,                 1.1148,              0.0013375,              0.0013375,              0.0013375
                    178,                 1.1491,                 1.3636,                0.90573,                 1.1134,                0.74259,                0.66459,                0.72942,                0.48287,                0.72332,                0.64157,                0.68923,                0.37762,                 1.1096,                 1.2663,                0.91619,                 1.1147,               0.001288,               0.001288,               0.001288
                    179,                 1.1519,                 1.3692,                0.90565,                 1.1135,                 0.7426,                0.66451,                0.72958,                0.48288,                0.72349,                 0.6416,                0.68934,                0.37759,                 1.1096,                 1.2663,                0.91604,                 1.1146,              0.0012385,              0.0012385,              0.0012385
                    180,                 1.1483,                 1.3636,                0.90929,                  1.117,                0.74318,                0.66441,                0.72952,                0.48292,                0.72315,                0.64164,                0.68939,                0.37745,                 1.1095,                 1.2665,                0.91566,                 1.1146,               0.001189,               0.001189,               0.001189
                    181,                 1.1484,                  1.365,                 0.8994,                 1.1112,                0.74379,                0.66459,                0.72968,                0.48301,                0.72472,                0.64002,                0.68956,                0.37736,                 1.1096,                 1.2667,                0.91569,                 1.1147,              0.0011395,              0.0011395,              0.0011395
                    182,                 1.1546,                   1.37,                0.89949,                 1.1108,                0.74382,                0.66476,                0.72969,                0.48306,                0.72427,                0.64082,                0.68958,                0.37747,                 1.1096,                 1.2667,                0.91552,                 1.1148,                0.00109,                0.00109,                0.00109
                    183,                 1.1451,                 1.3669,                0.90003,                  1.113,                0.74425,                0.66472,                0.72977,                0.48303,                0.72462,                0.64013,                0.68915,                0.37749,                 1.1097,                 1.2666,                0.91562,                 1.1148,              0.0010405,              0.0010405,              0.0010405
                    184,                 1.1507,                 1.3617,                0.90225,                 1.1113,                0.74384,                0.66506,                0.72985,                0.48318,                0.72359,                0.64063,                0.68911,                0.37759,                 1.1096,                  1.267,                0.91557,                 1.1149,               0.000991,               0.000991,               0.000991
                    185,                 1.1468,                  1.356,                0.90427,                 1.1145,                0.74575,                0.66283,                0.72963,                0.48302,                0.72395,                0.64017,                0.68869,                0.37753,                 1.1093,                 1.2669,                0.91557,                 1.1147,              0.0009415,              0.0009415,              0.0009415
                    186,                 1.1477,                 1.3713,                0.89907,                 1.1098,                0.74358,                0.66528,                0.72981,                0.48294,                0.72391,                0.64036,                0.68851,                0.37754,                 1.1096,                 1.2672,                0.91546,                 1.1149,               0.000892,               0.000892,               0.000892
                    187,                  1.139,                 1.3633,                0.89316,                 1.1084,                0.74455,                0.66485,                0.72974,                0.48301,                0.72554,                0.63945,                0.68825,                0.37738,                 1.1095,                 1.2674,                0.91545,                  1.115,              0.0008425,              0.0008425,              0.0008425
                    188,                 1.1461,                 1.3575,                 0.9009,                 1.1103,                0.74405,                0.66489,                0.72959,                0.48287,                0.72606,                 0.6386,                 0.6881,                0.37743,                 1.1096,                 1.2677,                0.91534,                 1.1149,               0.000793,               0.000793,               0.000793
                    189,                 1.1405,                 1.3488,                 0.8975,                 1.1112,                0.74432,                0.66428,                0.72949,                0.48288,                0.72858,                0.63686,                0.68819,                0.37729,                 1.1098,                 1.2677,                0.91552,                  1.115,              0.0007435,              0.0007435,              0.0007435
                    190,                 1.1464,                  1.355,                 0.8897,                 1.1112,                0.74488,                0.66325,                0.72932,                0.48304,                 0.7277,                0.63749,                0.68798,                0.37699,                 1.1097,                  1.268,                0.91541,                 1.1149,               0.000694,               0.000694,               0.000694
                    191,                 1.1081,                 1.2667,                  0.867,                 1.1032,                0.74595,                0.66214,                0.72919,                0.48282,                 0.7285,                0.63707,                0.68784,                0.37705,                 1.1098,                  1.268,                0.91558,                 1.1149,              0.0006445,              0.0006445,              0.0006445
                    192,                 1.0989,                 1.2618,                 0.8499,                 1.0991,                0.74522,                0.66279,                0.72929,                0.48292,                0.72778,                0.63696,                0.68782,                0.37698,                 1.1099,                 1.2681,                 0.9154,                 1.1151,               0.000595,               0.000595,               0.000595
                    193,                 1.0991,                 1.2517,                0.85062,                 1.0983,                0.74521,                0.66283,                0.72932,                0.48293,                0.72533,                0.63855,                0.68799,                0.37691,                 1.1099,                 1.2683,                0.91519,                  1.115,              0.0005455,              0.0005455,              0.0005455
                    194,                 1.0953,                 1.2554,                0.84414,                 1.0969,                0.74381,                0.66362,                0.72913,                0.48301,                0.72764,                  0.637,                0.68807,                0.37691,                 1.1098,                 1.2688,                0.91501,                  1.115,               0.000496,               0.000496,               0.000496
                    195,                 1.0941,                 1.2599,                0.84365,                 1.0948,                0.74468,                0.66279,                0.72908,                0.48271,                0.72849,                0.63647,                 0.6882,                0.37694,                 1.1099,                 1.2689,                0.91492,                 1.1151,              0.0004465,              0.0004465,              0.0004465
                    196,                 1.0937,                 1.2617,                0.84358,                 1.0961,                0.74459,                0.66276,                0.72902,                0.48265,                0.72521,                 0.6378,                0.68809,                0.37677,                   1.11,                 1.2693,                0.91488,                 1.1152,               0.000397,               0.000397,               0.000397
                    197,                 1.0879,                 1.2473,                0.83904,                 1.0963,                0.74438,                0.66326,                 0.7291,                0.48274,                0.72576,                0.63803,                0.68842,                0.37692,                 1.1102,                 1.2697,                0.91488,                 1.1154,              0.0003475,              0.0003475,              0.0003475
                    198,                   1.09,                 1.2408,                0.83769,                 1.0959,                0.74394,                0.66341,                0.72897,                0.48274,                0.72741,                0.63707,                 0.6884,                0.37674,                 1.1104,                 1.2701,                  0.915,                 1.1154,               0.000298,               0.000298,               0.000298
                    199,                 1.0903,                 1.2448,                0.83784,                 1.0934,                0.74518,                0.66191,                0.72897,                0.48288,                0.72664,                0.63765,                0.68862,                0.37658,                 1.1104,                 1.2704,                0.91504,                 1.1155,              0.0002485,              0.0002485,              0.0002485
                    200,                 1.0879,                 1.2384,                0.83405,                 1.0955,                0.74591,                 0.6613,                0.72873,                0.48275,                0.72843,                0.63673,                0.68867,                0.37674,                 1.1107,                 1.2711,                0.91524,                 1.1157,               0.000199,               0.000199,               0.000199
